Ativo;Data;Hora;Comprador;Preço;Quantidade;Vendedor;Tipo
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:56;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Comprador
FRP0;01/09/2026;09:41:50;27 - Santander CCVM S/A;33,30;5;23 - NECTON INVESTIMENTOS S.A. CVMC;Vendedor
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:47;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:38;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:38;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:38;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:38;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:38;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:38;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:38;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:38;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:38;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:38;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:38;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:38;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:38;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:38;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:38;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:38;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:38;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
FRP0;01/09/2026;09:41:37;27 - Santander CCVM S/A;33,30;5;3 - XP Investimentos CCTVM S/A;Comprador
